mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
207,01-05-2011,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,MS Dhoni,PP Ojha,136,3,18,51,1,20,0,165
207,01-05-2011,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,JA Morkel,I Sharma,157,3,19,68,1,21,19,165
207,01-05-2011,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,S Anirudha,PP Ojha,165,5,20,63,3,5,3,165
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,DJ Jacobs,BA Bhatt,3,0,1,3,0,2,1,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,DJ Jacobs,P Kumar,13,0,2,13,0,10,1,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,AT Rayudu,Bipul Sharma,14,1,3,14,1,2,0,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,AT Rayudu,P Kumar,19,1,4,19,1,5,2,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,AT Rayudu,Bipul Sharma,24,1,5,24,1,6,6,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,AT Rayudu,BA Bhatt,35,1,6,32,1,13,10,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,SR Tendulkar,RJ Harris,40,1,7,27,1,17,11,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,AT Rayudu,Bipul Sharma,46,1,8,31,0,19,13,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,AT Rayudu,RJ Harris,57,1,9,38,0,22,21,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,AT Rayudu,Bipul Sharma,67,1,10,43,0,29,24,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,SR Tendulkar,PP Chawla,77,1,11,42,0,37,26,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,AT Rayudu,P Kumar,92,1,12,51,0,40,38,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,SR Tendulkar,PP Chawla,97,1,13,51,0,42,41,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,AT Rayudu,BA Bhatt,105,1,14,48,0,47,44,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,KA Pollard,PP Chawla,114,2,15,47,1,45,4,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,KA Pollard,PC Valthaty,125,2,16,48,1,47,12,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,RG Sharma,RJ Harris,131,3,17,39,2,13,1,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,KA Pollard,PP Chawla,144,4,18,47,3,20,7,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,A Symonds,BA Bhatt,148,4,19,43,3,9,2,159
208,02-05-2011,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,A Symonds,RJ Harris,159,5,20,45,3,4,0,159
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,V Sehwag,RP Singh,9,0,1,9,0,8,1,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,DA Warner,S Sreesanth,15,0,2,15,0,9,6,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,NV Ojha,P Parameswaran,21,1,3,21,1,6,0,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,NV Ojha,S Sreesanth,27,1,4,27,1,11,1,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,NV Ojha,P Parameswaran,38,1,5,38,1,12,11,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,NV Ojha,RP Singh,43,2,6,30,2,13,0,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Venugopal Rao,RP Singh,48,3,7,27,3,5,0,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Venugopal Rao,P Parameswaran,48,3,7.1,27,2,5,0,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Venugopal Rao,P Parameswaran,49,3,7.2,28,2,6,0,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Nagar,P Parameswaran,49,3,7.3,28,2,6,0,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Nagar,P Parameswaran,49,3,7.4,28,2,6,0,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Nagar,P Parameswaran,50,3,7.5,29,2,6,1,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Venugopal Rao,P Parameswaran,50,3,8,29,2,6,1,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Venugopal Rao,R Vinay Kumar,55,3,9,28,2,9,1,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Nagar,RV Gomez,62,3,10,21,2,14,3,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Nagar,RA Jadeja,68,3,11,25,0,16,5,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Nagar,R Vinay Kumar,76,3,12,27,0,18,11,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Venugopal Rao,RV Gomez,85,3,13,33,0,23,15,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Venugopal Rao,RP Singh,93,3,14,37,0,29,17,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,Y Venugopal Rao,R Vinay Kumar,98,4,15,34,1,32,0,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,TR Birt,RA Jadeja,108,4,16,40,1,38,4,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,TR Birt,S Sreesanth,116,4,17,38,1,40,10,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,TR Birt,P Parameswaran,126,5,18,40,2,19,1,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,TR Birt,R Vinay Kumar,135,6,19,41,3,27,2,140
209,02-05-2011,Feroz Shah Kotla,Delhi Daredevils,Kochi Tuskers Kerala,RE van der Merwe,RP Singh,140,6,20,42,2,5,2,140
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,JH Kallis,DT Christian,11,0,1,11,0,9,0,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,JH Kallis,DW Steyn,16,0,2,16,0,10,4,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,JH Kallis,I Sharma,22,0,3,22,0,11,9,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,EJG Morgan,DW Steyn,27,0,4,27,0,14,11,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,EJG Morgan,DT Christian,36,0,5,27,0,19,14,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,G Gambhir,DT Christian,41,1,6,29,1,19,5,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,JH Kallis,S Dhawan,45,1,7,28,1,21,7,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,G Gambhir,PP Ojha,54,1,8,31,1,22,15,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,G Gambhir,DT Christian,64,1,9,33,1,24,23,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,G Gambhir,PP Ojha,73,1,10,37,1,28,28,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,JH Kallis,A Mishra,79,2,11,37,1,31,30,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,MK Tiwary,PP Ojha,84,3,12,38,2,1,0,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,MK Tiwary,A Mishra,87,3,13,32,2,3,1,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,YK Pathan,PP Ojha,97,3,14,32,2,10,3,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,YK Pathan,A Mishra,110,3,15,36,2,22,4,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,MK Tiwary,DW Steyn,121,3,16,42,1,23,14,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,MK Tiwary,DT Christian,136,3,17,51,0,30,20,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,YK Pathan,DT Christian,148,3,18,60,0,34,27,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,YK Pathan,I Sharma,158,3,19,60,0,42,28,169
210,03-05-2011,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers,YK Pathan,DW Steyn,169,4,20,57,1,47,0,169
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,SR Watson,JA Morkel,9,0,1,9,0,4,1,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,SR Watson,DE Bollinger,15,0,2,15,0,9,2,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,SR Watson,JA Morkel,16,0,3,16,0,9,3,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,R Dravid,DE Bollinger,22,0,4,22,0,10,7,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,SR Watson,JA Morkel,36,0,5,36,0,19,12,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,R Dravid,R Ashwin,47,0,6,38,0,24,18,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,R Dravid,SB Jakati,52,0,7,37,0,25,22,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,R Dravid,S Randiv,64,0,8,48,0,34,25,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,R Dravid,SB Jakati,72,0,9,50,0,40,27,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,SR Watson,R Ashwin,86,0,10,50,0,49,32,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,AL Menaria,SB Jakati,88,1,11,41,1,50,1,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,AL Menaria,S Randiv,92,1,12,40,1,53,2,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,R Dravid,R Ashwin,95,2,13,31,2,55,1,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,R Dravid,S Randiv,106,2,14,34,2,61,6,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,LRPL Taylor,SB Jakati,113,3,15,27,3,63,3,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,LRPL Taylor,S Randiv,118,4,16,30,3,5,0,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,AM Rahane,R Ashwin,126,4,17,34,3,11,1,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,AM Rahane,DE Bollinger,136,4,18,36,2,17,4,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,STR Binny,JA Morkel,140,6,19,31,4,1,0,147
211,04-05-2011,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,STR Binny,DE Bollinger,147,6,20,32,3,7,1,147
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,SR Tendulkar,AC Thomas,5,0,1,5,0,4,1,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,SR Tendulkar,SB Wagh,14,0,2,14,0,12,2,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,SR Tendulkar,AC Thomas,19,1,3,19,1,12,1,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,SR Tendulkar,SB Wagh,24,1,4,24,1,14,3,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,SR Tendulkar,JE Taylor,35,1,5,35,1,14,14,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,SR Tendulkar,SB Wagh,49,1,6,44,1,18,18,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,SR Tendulkar,Yuvraj Singh,56,1,7,42,1,23,20,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,SR Tendulkar,R Sharma,58,1,8,38,0,24,21,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,AT Rayudu,Yuvraj Singh,62,2,9,36,1,23,2,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,AT Rayudu,R Sharma,65,2,10,29,1,25,3,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,AT Rayudu,Yuvraj Singh,69,3,11,20,2,27,5,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,TL Suman,JD Ryder,80,3,12,24,2,8,8,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,RG Sharma,Yuvraj Singh,87,3,13,29,2,13,10,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,RG Sharma,JE Taylor,96,3,14,34,1,20,12,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,KA Pollard,R Sharma,97,4,15,32,2,21,0,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,TL Suman,AC Thomas,113,4,16,44,1,36,1,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,KA Pollard,R Sharma,114,5,17,34,2,2,0,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,KA Pollard,AC Thomas,126,6,18,39,3,10,0,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,Harbhajan Singh,AC Thomas,152,6,19,55,2,26,8,160
212,04-05-2011,Dr DY Patil Sports Academy,Mumbai Indians,Pune Warriors,KA Pollard,JE Taylor,160,7,20,55,3,28,9,160
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,BB McCullum,B Lee,0,0,1,0,0,0,0,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,M Klinger,JD Unadkat,7,1,2,7,1,4,1,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,PA Patel,B Lee,17,1,3,17,1,10,5,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,PA Patel,JD Unadkat,23,1,4,23,1,15,6,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,M Klinger,Iqbal Abdulla,30,1,5,30,1,21,7,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,DPMD Jayawardene,JD Unadkat,35,2,6,34,2,12,0,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,M Klinger,S Ladda,40,2,7,29,1,15,1,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,M Klinger,S Ladda,51,2,8,34,1,16,11,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,DPMD Jayawardene,JH Kallis,60,2,9,33,1,21,15,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,DPMD Jayawardene,Iqbal Abdulla,69,2,10,39,1,26,19,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,DPMD Jayawardene,R Bhatia,74,2,11,38,0,28,22,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,DPMD Jayawardene,YK Pathan,82,3,12,42,1,29,0,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,DPMD Jayawardene,YK Pathan,90,3,13,38,1,30,6,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,RA Jadeja,YK Pathan,93,3,14,32,1,32,7,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,BJ Hodge,R Bhatia,98,4,15,29,2,35,1,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,DPMD Jayawardene,YK Pathan,102,4,16,24,2,37,3,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,BJ Hodge,R Bhatia,114,4,17,31,1,47,5,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,DPMD Jayawardene,JH Kallis,126,4,18,35,1,48,13,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,BJ Hodge,JH Kallis,134,5,19,39,2,55,14,156
213,05-05-2011,Nehru Stadium,Kochi Tuskers Kerala,Kolkata Knight Riders,BJ Hodge,B Lee,156,5,20,57,1,35,1,156
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,S Dhawan,M Morkel,10,0,1,10,0,8,0,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,DB Ravi Teja,IK Pathan,14,0,2,14,0,10,2,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,KC Sangakkara,AM Salvi,19,1,3,19,1,15,0,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,KC Sangakkara,IK Pathan,24,1,4,24,1,20,0,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,KC Sangakkara,AM Salvi,30,1,5,30,1,21,5,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,S Dhawan,M Morkel,43,1,6,33,1,21,18,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,KC Sangakkara,AB Agarkar,48,1,7,34,1,22,21,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,S Dhawan,M Morkel,53,1,8,34,0,26,22,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,JP Duminy,AB Agarkar,58,2,9,34,1,24,0,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,JP Duminy,JR Hopes,67,2,10,37,1,30,3,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,JP Duminy,Y Venugopal Rao,79,2,11,36,1,40,5,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,KC Sangakkara,JR Hopes,87,3,12,39,2,44,7,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,DT Christian,AM Salvi,92,3,13,36,2,8,3,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,DT Christian,JR Hopes,105,3,14,44,1,21,3,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,JP Duminy,Y Nagar,125,3,15,47,1,31,9,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,JP Duminy,IK Pathan,134,3,16,48,1,34,15,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,DT Christian,AB Agarkar,149,3,17,59,0,46,18,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,DT Christian,M Morkel,160,4,18,62,1,19,1,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,DT Christian,AB Agarkar,165,5,19,56,2,23,1,175
214,05-05-2011,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,DT Christian,AM Salvi,175,5,20,50,2,27,7,175
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,TM Dilshan,P Kumar,9,0,1,9,0,5,4,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,12,0,2,12,0,5,4,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,TM Dilshan,P Kumar,17,0,3,17,0,8,6,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,TM Dilshan,RJ Harris,38,0,4,38,0,19,16,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,47,1,5,47,1,28,0,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,48,1,6,39,1,28,1,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,55,1,7,43,1,29,6,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,77,1,8,54,1,50,7,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,L Ablish,89,1,9,51,1,57,12,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,PP Chawla,103,1,10,56,0,70,13,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,L Ablish,122,1,11,74,0,82,20,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,PP Chawla,126,1,12,71,0,82,24,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,AM Nayar,135,1,13,58,0,90,25,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,R McLaren,149,1,14,60,0,103,26,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,PP Chawla,155,3,15,52,2,27,1,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,AB de Villiers,L Ablish,163,3,16,41,2,6,3,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,SS Tiwary,PP Chawla,176,3,17,50,2,12,10,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,AUK Pathan,RJ Harris,186,5,18,51,4,19,0,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,AB de Villiers,R McLaren,197,5,19,48,4,26,3,205
215,06-05-2011,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,A Mithun,RJ Harris,205,6,20,50,3,27,6,205
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,AC Blizzard,M Morkel,10,0,1,10,0,9,0,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,SR Tendulkar,IK Pathan,15,0,2,15,0,10,4,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,AC Blizzard,M Morkel,35,0,3,35,0,30,4,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,SR Tendulkar,IK Pathan,41,0,4,41,0,30,9,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,AC Blizzard,AB Agarkar,50,0,5,50,0,34,14,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,AT Rayudu,IK Pathan,50,1,6,40,1,34,0,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,AC Blizzard,S Nadeem,54,2,7,35,2,37,1,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,RG Sharma,JR Hopes,62,2,8,23,2,7,2,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,RG Sharma,S Nadeem,67,2,9,26,2,8,5,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,AT Rayudu,JR Hopes,76,2,10,26,2,16,6,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,AT Rayudu,S Nadeem,82,2,11,32,1,19,9,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,AT Rayudu,AB Agarkar,96,2,12,42,0,26,16,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,AT Rayudu,M Morkel,107,2,13,45,0,28,24,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,RG Sharma,AB Agarkar,111,2,14,44,0,30,25,178
216,07-05-2011,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,RG Sharma,JR Hopes,129,2,15,52,0,38,35,178
